,index,id,imdb_id,title,type,genres,production_countries,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
19743,19743,tm953707,tt10269684,Woe,MOVIE,thriller,US,2020.0,84.0,3.7000000000000006,195.0,3.015,6.400000000000001
19744,19744,tm95384,tt0080427,Below the Belt,MOVIE,action,US,1980.0,91.0,5.2,206.0,0.753,3.5
19745,19745,tm95384,tt0080427,Below the Belt,MOVIE,comedy,US,1980.0,91.0,5.2,206.0,0.753,3.5
19746,19746,tm95384,tt0080427,Below the Belt,MOVIE,drama,US,1980.0,91.0,5.2,206.0,0.753,3.5
19747,19747,tm95384,tt0080427,Below the Belt,MOVIE,sport,US,1980.0,91.0,5.2,206.0,0.753,3.5
19748,19748,tm953915,tt10736580,Spell,MOVIE,horror,US,2020.0,91.0,5.5,6672.0,61.22,6.400000000000001
19749,19749,tm953915,tt10736580,Spell,MOVIE,thriller,US,2020.0,91.0,5.5,6672.0,61.22,6.400000000000001
19750,19750,tm95443,tt0025514,Monte Carlo Nights,MOVIE,romance,US,1934.0,62.0,5.0,144.0,1.207,5.9
19751,19751,tm95443,tt0025514,Monte Carlo Nights,MOVIE,thriller,US,1934.0,62.0,5.0,144.0,1.207,5.9
19752,19752,tm954541,tt12757438,Smiley Face Killers,MOVIE,horror,US,2020.0,97.0,3.6,1181.0,4.267,3.5
19753,19753,tm954541,tt12757438,Smiley Face Killers,MOVIE,thriller,US,2020.0,97.0,3.6,1181.0,4.267,3.5
19754,19754,tm955145,tt9144004,Lost at Christmas,MOVIE,comedy,GB,2020.0,101.0,5.1,454.0,4.897,5.4
19755,19755,tm955145,tt9144004,Lost at Christmas,MOVIE,drama,GB,2020.0,101.0,5.1,454.0,4.897,5.4
19756,19756,tm955145,tt9144004,Lost at Christmas,MOVIE,romance,GB,2020.0,101.0,5.1,454.0,4.897,5.4
19757,19757,tm95567,tt0049343,Huk!,MOVIE,action,US,1956.0,84.0,5.9,102.0,1.212,5.5
19758,19758,tm95567,tt0049343,Huk!,MOVIE,drama,US,1956.0,84.0,5.9,102.0,1.212,5.5
19759,19759,tm95567,tt0049343,Huk!,MOVIE,romance,US,1956.0,84.0,5.9,102.0,1.212,5.5
19760,19760,tm95567,tt0049343,Huk!,MOVIE,war,US,1956.0,84.0,5.9,102.0,1.212,5.5
19761,19761,tm955861,tt13313630,Road to Damascus,MOVIE,crime,US,2021.0,98.0,5.400000000000001,117.0,2.994,8.9
19762,19762,tm955861,tt13313630,Road to Damascus,MOVIE,drama,US,2021.0,98.0,5.400000000000001,117.0,2.994,8.9
19763,19763,tm955861,tt13313630,Road to Damascus,MOVIE,thriller,US,2021.0,98.0,5.400000000000001,117.0,2.994,8.9
19764,19764,tm95599,tt1273241,Brotherhood,MOVIE,action,US,2010.0,79.0,6.3,4062.0,5.007,5.9
19765,19765,tm95599,tt1273241,Brotherhood,MOVIE,crime,US,2010.0,79.0,6.3,4062.0,5.007,5.9
19766,19766,tm95599,tt1273241,Brotherhood,MOVIE,drama,US,2010.0,79.0,6.3,4062.0,5.007,5.9
19767,19767,tm95599,tt1273241,Brotherhood,MOVIE,thriller,US,2010.0,79.0,6.3,4062.0,5.007,5.9
19768,19768,tm956411,tt13281312,"Wrong Place, Wrong Time",MOVIE,action,US,2021.0,85.0,3.9,1862.0,3.481,3.0
19769,19769,tm956411,tt13281312,"Wrong Place, Wrong Time",MOVIE,crime,US,2021.0,85.0,3.9,1862.0,3.481,3.0
19770,19770,tm956411,tt13281312,"Wrong Place, Wrong Time",MOVIE,horror,US,2021.0,85.0,3.9,1862.0,3.481,3.0
19771,19771,tm956411,tt13281312,"Wrong Place, Wrong Time",MOVIE,thriller,US,2021.0,85.0,3.9,1862.0,3.481,3.0
19772,19772,tm956412,tt13283460,The Man Who Walked Around the World,MOVIE,documentation,US,2020.0,43.0,5.9,23.0,1.455,
19773,19773,tm956559,tt13274918,Let's Dream,MOVIE,horror,US,2021.0,94.0,2.9,127.0,2.606,7.4
19774,19774,tm956559,tt13274918,Let's Dream,MOVIE,scifi,US,2021.0,94.0,2.9,127.0,2.606,7.4
19775,19775,tm956559,tt13274918,Let's Dream,MOVIE,thriller,US,2021.0,94.0,2.9,127.0,2.606,7.4
19776,19776,tm956747,tt13266270,All We Got,MOVIE,drama,US,2021.0,101.0,5.3,46.0,0.84,
19777,19777,tm956908,tt13255464,Vasanthi,MOVIE,comedy,IN,1988.0,126.0,,,0.6,
19778,19778,tm957127,tt13242960,Middle Class Melodies,MOVIE,comedy,IN,2020.0,135.0,7.8,3645.0,3.327,6.7
19779,19779,tm957127,tt13242960,Middle Class Melodies,MOVIE,drama,IN,2020.0,135.0,7.8,3645.0,3.327,6.7
19780,19780,tm957127,tt13242960,Middle Class Melodies,MOVIE,romance,IN,2020.0,135.0,7.8,3645.0,3.327,6.7
19781,19781,tm95765,tt0013592,Shadows,MOVIE,drama,US,1922.0,70.0,6.1,453.0,1.1,6.0
19782,19782,tm95818,tt0049363,Indestructible Man,MOVIE,crime,US,1956.0,72.0,4.3,2819.0,3.47,4.3
19783,19783,tm95818,tt0049363,Indestructible Man,MOVIE,horror,US,1956.0,72.0,4.3,2819.0,3.47,4.3
19784,19784,tm95818,tt0049363,Indestructible Man,MOVIE,scifi,US,1956.0,72.0,4.3,2819.0,3.47,4.3
19785,19785,tm958350,tt13181174,Alejandro,MOVIE,drama,XX,2021.0,99.0,,,0.6,
19786,19786,tm95847,tt0039236,Calendar Girl,MOVIE,romance,US,1947.0,88.0,5.7,256.0,0.708,5.2
19787,19787,tm95851,tt0039232,Bush Pilot,MOVIE,action,CA,1947.0,58.0,5.3,91.0,0.988,4.7
19788,19788,tm95851,tt0039232,Bush Pilot,MOVIE,action,US,1947.0,58.0,5.3,91.0,0.988,4.7
19789,19789,tm958845,tt13155900,The Prayer List,MOVIE,drama,US,2020.0,103.0,6.0,61.0,0.651,
19790,19790,tm95943,tt0387955,Crown Heights,MOVIE,drama,US,2004.0,93.0,5.4,143.0,0.882,
19791,19791,tm959551,tt13119000,Giddy Stratospheres,MOVIE,drama,GB,2021.0,67.0,4.8,153.0,2.924,3.0
19792,19792,tm95965,tt0038716,The Magnificent Rogue,MOVIE,comedy,US,1946.0,74.0,5.700000000000001,62.0,0.6,
19793,19793,tm95965,tt0038716,The Magnificent Rogue,MOVIE,drama,US,1946.0,74.0,5.700000000000001,62.0,0.6,
19794,19794,tm95965,tt0038716,The Magnificent Rogue,MOVIE,romance,US,1946.0,74.0,5.700000000000001,62.0,0.6,
19795,19795,tm959868,tt9714478,"Harry Chapin: When in Doubt, Do Something",MOVIE,documentation,US,2020.0,93.0,7.7,75.0,2.013,
19796,19796,tm959868,tt9714478,"Harry Chapin: When in Doubt, Do Something",MOVIE,history,US,2020.0,93.0,7.7,75.0,2.013,
19797,19797,tm959868,tt9714478,"Harry Chapin: When in Doubt, Do Something",MOVIE,music,US,2020.0,93.0,7.7,75.0,2.013,
19798,19798,tm960060,tt13085598,Cobalt Heir,MOVIE,drama,US,2020.0,87.0,6.9,20.0,0.6,
19799,19799,tm96019,tt1273678,The Spy Next Door,MOVIE,action,US,2010.0,94.0,5.4,43644.0,31.908000000000005,5.8
19800,19800,tm96019,tt1273678,The Spy Next Door,MOVIE,comedy,US,2010.0,94.0,5.4,43644.0,31.908000000000005,5.8
19801,19801,tm96019,tt1273678,The Spy Next Door,MOVIE,family,US,2010.0,94.0,5.4,43644.0,31.908000000000005,5.8
19802,19802,tm96039,tt0049365,The Intruder,MOVIE,drama,IT,1956.0,100.0,5.7,46.0,1.4,8.0
19803,19803,tm96039,tt0049365,The Intruder,MOVIE,european,IT,1956.0,100.0,5.7,46.0,1.4,8.0
19804,19804,tm96058,tt0081114,Maniac,MOVIE,crime,US,1980.0,87.0,6.4,17153.0,7.029000000000001,6.4
19805,19805,tm96058,tt0081114,Maniac,MOVIE,drama,US,1980.0,87.0,6.4,17153.0,7.029000000000001,6.4
19806,19806,tm96058,tt0081114,Maniac,MOVIE,horror,US,1980.0,87.0,6.4,17153.0,7.029000000000001,6.4
19807,19807,tm96058,tt0081114,Maniac,MOVIE,thriller,US,1980.0,87.0,6.4,17153.0,7.029000000000001,6.4
19808,19808,tm961554,tt12986812,House Monster,MOVIE,drama,US,2020.0,70.0,2.9,20.0,0.943,5.0
19809,19809,tm961554,tt12986812,House Monster,MOVIE,horror,US,2020.0,70.0,2.9,20.0,0.943,5.0
19810,19810,tm961646,tt12981810,Finding Jesus,MOVIE,animation,US,2020.0,69.0,1.1,422.0,1.588,1.0
19811,19811,tm961646,tt12981810,Finding Jesus,MOVIE,family,US,2020.0,69.0,1.1,422.0,1.588,1.0
19812,19812,tm961646,tt12981810,Finding Jesus,MOVIE,fantasy,US,2020.0,69.0,1.1,422.0,1.588,1.0
19813,19813,tm961646,tt12981810,Finding Jesus,MOVIE,horror,US,2020.0,69.0,1.1,422.0,1.588,1.0
19814,19814,tm961646,tt12981810,Finding Jesus,MOVIE,thriller,US,2020.0,69.0,1.1,422.0,1.588,1.0
19815,19815,tm96193,tt0038926,The Shadow Returns,MOVIE,comedy,US,1946.0,61.0,5.4,243.0,1.018,5.8
19816,19816,tm96193,tt0038926,The Shadow Returns,MOVIE,crime,US,1946.0,61.0,5.4,243.0,1.018,5.8
19817,19817,tm96193,tt0038926,The Shadow Returns,MOVIE,thriller,US,1946.0,61.0,5.4,243.0,1.018,5.8
19818,19818,tm962228,tt12928700,The Opps,MOVIE,action,US,2021.0,81.0,3.1,29.0,0.9549999999999998,
19819,19819,tm962228,tt12928700,The Opps,MOVIE,drama,US,2021.0,81.0,3.1,29.0,0.9549999999999998,
19820,19820,tm96241,tt0065511,C.C. and Company,MOVIE,action,US,1970.0,94.0,4.8,893.0,3.1199999999999997,5.400000000000001
19821,19821,tm96241,tt0065511,C.C. and Company,MOVIE,comedy,US,1970.0,94.0,4.8,893.0,3.1199999999999997,5.400000000000001
19822,19822,tm96241,tt0065511,C.C. and Company,MOVIE,drama,US,1970.0,94.0,4.8,893.0,3.1199999999999997,5.400000000000001
19823,19823,tm96250,tt0081459,Schizoid,MOVIE,drama,US,1980.0,89.0,5.0,1438.0,6.9270000000000005,5.3
19824,19824,tm96250,tt0081459,Schizoid,MOVIE,horror,US,1980.0,89.0,5.0,1438.0,6.9270000000000005,5.3
19825,19825,tm96250,tt0081459,Schizoid,MOVIE,thriller,US,1980.0,89.0,5.0,1438.0,6.9270000000000005,5.3
19826,19826,tm96267,tt0081491,Shaan,MOVIE,action,IN,1980.0,181.0,7.099999999999999,2776.0,3.052,6.5
19827,19827,tm96267,tt0081491,Shaan,MOVIE,crime,IN,1980.0,181.0,7.099999999999999,2776.0,3.052,6.5
19828,19828,tm96267,tt0081491,Shaan,MOVIE,drama,IN,1980.0,181.0,7.099999999999999,2776.0,3.052,6.5
19829,19829,tm96267,tt0081491,Shaan,MOVIE,thriller,IN,1980.0,181.0,7.099999999999999,2776.0,3.052,6.5
19830,19830,tm96269,tt1394383,Blood Into Wine,MOVIE,documentation,US,2010.0,100.0,7.1,1171.0,5.254,7.1
19831,19831,tm96278,tt0049283,Gun Brothers,MOVIE,western,US,1956.0,79.0,5.8,211.0,1.7779999999999998,4.5
19832,19832,tm96303,tt0430381,Musafir,MOVIE,action,IN,2004.0,152.0,5.6,1820.0,2.373,5.4
19833,19833,tm96303,tt0430381,Musafir,MOVIE,crime,IN,2004.0,152.0,5.6,1820.0,2.373,5.4
19834,19834,tm96303,tt0430381,Musafir,MOVIE,drama,IN,2004.0,152.0,5.6,1820.0,2.373,5.4
19835,19835,tm96303,tt0430381,Musafir,MOVIE,thriller,IN,2004.0,152.0,5.6,1820.0,2.373,5.4
19836,19836,tm96305,tt1167638,22 Bullets,MOVIE,action,FR,2010.0,115.0,6.7,34282.0,57.569,6.6
19837,19837,tm96305,tt1167638,22 Bullets,MOVIE,crime,FR,2010.0,115.0,6.7,34282.0,57.569,6.6
19838,19838,tm96305,tt1167638,22 Bullets,MOVIE,drama,FR,2010.0,115.0,6.7,34282.0,57.569,6.6
19839,19839,tm96305,tt1167638,22 Bullets,MOVIE,european,FR,2010.0,115.0,6.7,34282.0,57.569,6.6
19840,19840,tm96305,tt1167638,22 Bullets,MOVIE,thriller,FR,2010.0,115.0,6.7,34282.0,57.569,6.6
19841,19841,tm963090,tt12856188,Carter Family Reunion,MOVIE,comedy,US,2021.0,80.0,2.6,52.0,2.209,5.0
19842,19842,tm96402,tt0025204,Green Eyes,MOVIE,thriller,US,1934.0,68.0,5.1,285.0,0.687,5.0
19843,19843,tm96440,tt0025169,The Ghost Walks,MOVIE,comedy,US,1934.0,69.0,5.6,502.0,1.647,5.299999999999999
19844,19844,tm96440,tt0025169,The Ghost Walks,MOVIE,horror,US,1934.0,69.0,5.6,502.0,1.647,5.299999999999999
19845,19845,tm96440,tt0025169,The Ghost Walks,MOVIE,thriller,US,1934.0,69.0,5.6,502.0,1.647,5.299999999999999
19846,19846,tm964447,tt12786230,Kaatskill Kannibals,MOVIE,horror,US,2020.0,55.0,3.4,42.0,0.868,
19847,19847,tm96456,tt1407084,Twelve,MOVIE,action,FR,2010.0,93.0,5.6,12228.0,8.207,5.8
19848,19848,tm96456,tt1407084,Twelve,MOVIE,action,US,2010.0,93.0,5.6,12228.0,8.207,5.8
19849,19849,tm96456,tt1407084,Twelve,MOVIE,crime,FR,2010.0,93.0,5.6,12228.0,8.207,5.8
19850,19850,tm96456,tt1407084,Twelve,MOVIE,crime,US,2010.0,93.0,5.6,12228.0,8.207,5.8
19851,19851,tm96456,tt1407084,Twelve,MOVIE,drama,FR,2010.0,93.0,5.6,12228.0,8.207,5.8
19852,19852,tm96456,tt1407084,Twelve,MOVIE,drama,US,2010.0,93.0,5.6,12228.0,8.207,5.8
19853,19853,tm96456,tt1407084,Twelve,MOVIE,thriller,FR,2010.0,93.0,5.6,12228.0,8.207,5.8
19854,19854,tm96456,tt1407084,Twelve,MOVIE,thriller,US,2010.0,93.0,5.6,12228.0,8.207,5.8
19855,19855,tm964877,tt12767100,Grave Intentions,MOVIE,horror,US,2021.0,88.0,3.9,174.0,3.436,6.0
19856,19856,tm96499,tt1285212,The Awkward Comedy Show,MOVIE,comedy,US,2010.0,82.0,7.8,40.0,0.8729999999999999,7.0
19857,19857,tm965315,tt12752780,WINE and WAR,MOVIE,documentation,LB,2020.0,95.0,7.900000000000001,28.0,1.169,
19858,19858,tm96538,tt0377084,Ladies in Lavender,MOVIE,drama,GB,2004.0,104.0,7.0,11822.0,8.372,6.4
19859,19859,tm96538,tt0377084,Ladies in Lavender,MOVIE,music,GB,2004.0,104.0,7.0,11822.0,8.372,6.4
19860,19860,tm96538,tt0377084,Ladies in Lavender,MOVIE,romance,GB,2004.0,104.0,7.0,11822.0,8.372,6.4
19861,19861,tm96562,tt0352994,Walk on Water,MOVIE,drama,IL,2004.0,103.0,7.3,6791.0,4.289,6.9
19862,19862,tm96562,tt0352994,Walk on Water,MOVIE,drama,SE,2004.0,103.0,7.3,6791.0,4.289,6.9
19863,19863,tm96562,tt0352994,Walk on Water,MOVIE,european,IL,2004.0,103.0,7.3,6791.0,4.289,6.9
19864,19864,tm96562,tt0352994,Walk on Water,MOVIE,european,SE,2004.0,103.0,7.3,6791.0,4.289,6.9
19865,19865,tm96562,tt0352994,Walk on Water,MOVIE,thriller,IL,2004.0,103.0,7.3,6791.0,4.289,6.9
19866,19866,tm96562,tt0352994,Walk on Water,MOVIE,thriller,SE,2004.0,103.0,7.3,6791.0,4.289,6.9
19867,19867,tm96595,tt0323013,Lakshya,MOVIE,action,IN,2004.0,186.0,7.8,23076.0,5.649,6.6
19868,19868,tm96595,tt0323013,Lakshya,MOVIE,drama,IN,2004.0,186.0,7.8,23076.0,5.649,6.6
19869,19869,tm96595,tt0323013,Lakshya,MOVIE,romance,IN,2004.0,186.0,7.8,23076.0,5.649,6.6
19870,19870,tm96595,tt0323013,Lakshya,MOVIE,war,IN,2004.0,186.0,7.8,23076.0,5.649,6.6
19871,19871,tm96602,tt0321626,Centipede,MOVIE,action,IN,2004.0,96.0,3.0,427.0,2.2820000000000005,2.9
19872,19872,tm96602,tt0321626,Centipede,MOVIE,action,US,2004.0,96.0,3.0,427.0,2.2820000000000005,2.9
19873,19873,tm96602,tt0321626,Centipede,MOVIE,comedy,IN,2004.0,96.0,3.0,427.0,2.2820000000000005,2.9
19874,19874,tm96602,tt0321626,Centipede,MOVIE,comedy,US,2004.0,96.0,3.0,427.0,2.2820000000000005,2.9
19875,19875,tm96602,tt0321626,Centipede,MOVIE,horror,IN,2004.0,96.0,3.0,427.0,2.2820000000000005,2.9
19876,19876,tm96602,tt0321626,Centipede,MOVIE,horror,US,2004.0,96.0,3.0,427.0,2.2820000000000005,2.9
19877,19877,tm96602,tt0321626,Centipede,MOVIE,scifi,IN,2004.0,96.0,3.0,427.0,2.2820000000000005,2.9
19878,19878,tm96602,tt0321626,Centipede,MOVIE,scifi,US,2004.0,96.0,3.0,427.0,2.2820000000000005,2.9
19879,19879,tm96602,tt0321626,Centipede,MOVIE,thriller,IN,2004.0,96.0,3.0,427.0,2.2820000000000005,2.9
19880,19880,tm96602,tt0321626,Centipede,MOVIE,thriller,US,2004.0,96.0,3.0,427.0,2.2820000000000005,2.9
19881,19881,tm96648,tt1606852,A Christmas Snow,MOVIE,comedy,US,2010.0,112.0,6.1,776.0,2.312,6.0
19882,19882,tm96648,tt1606852,A Christmas Snow,MOVIE,drama,US,2010.0,112.0,6.1,776.0,2.312,6.0
19883,19883,tm96648,tt1606852,A Christmas Snow,MOVIE,family,US,2010.0,112.0,6.1,776.0,2.312,6.0
19884,19884,tm96648,tt1606852,A Christmas Snow,MOVIE,fantasy,US,2010.0,112.0,6.1,776.0,2.312,6.0
19885,19885,tm96655,tt1675309,Life with Murder,MOVIE,documentation,CA,2010.0,95.0,6.8,449.0,1.641,6.8
19886,19886,tm96675,tt1675312,Lies in Plain Sight,MOVIE,drama,US,2010.0,88.0,6.1,737.0,2.86,6.0
19887,19887,tm96675,tt1675312,Lies in Plain Sight,MOVIE,thriller,US,2010.0,88.0,6.1,737.0,2.86,6.0
19888,19888,tm96754,tt0077294,Capricorn One,MOVIE,action,GB,1977.0,123.0,6.8,22430.0,10.205,6.8
19889,19889,tm96754,tt0077294,Capricorn One,MOVIE,action,US,1977.0,123.0,6.8,22430.0,10.205,6.8
19890,19890,tm96754,tt0077294,Capricorn One,MOVIE,drama,GB,1977.0,123.0,6.8,22430.0,10.205,6.8
19891,19891,tm96754,tt0077294,Capricorn One,MOVIE,drama,US,1977.0,123.0,6.8,22430.0,10.205,6.8
19892,19892,tm96754,tt0077294,Capricorn One,MOVIE,thriller,GB,1977.0,123.0,6.8,22430.0,10.205,6.8
19893,19893,tm96754,tt0077294,Capricorn One,MOVIE,thriller,US,1977.0,123.0,6.8,22430.0,10.205,6.8
19894,19894,tm967568,tt12675670,Pasture,MOVIE,horror,US,2020.0,100.0,3.5999999999999996,164.0,2.699,
19895,19895,tm967805,tt12661314,Far More,MOVIE,comedy,US,2021.0,98.0,6.0,204.0,3.196,6.0
19896,19896,tm967805,tt12661314,Far More,MOVIE,drama,US,2021.0,98.0,6.0,204.0,3.196,6.0
19897,19897,tm96819,tt0025373,The Lawless Frontier,MOVIE,action,US,1934.0,59.0,5.1,1001.0,3.693,5.0
19898,19898,tm96819,tt0025373,The Lawless Frontier,MOVIE,romance,US,1934.0,59.0,5.1,1001.0,3.693,5.0
19899,19899,tm96819,tt0025373,The Lawless Frontier,MOVIE,western,US,1934.0,59.0,5.1,1001.0,3.693,5.0
19900,19900,tm96955,tt0078227,Semi-Tough,MOVIE,comedy,US,1977.0,108.0,5.9,3069.0,3.9510000000000005,5.5
19901,19901,tm96955,tt0078227,Semi-Tough,MOVIE,romance,US,1977.0,108.0,5.9,3069.0,3.9510000000000005,5.5
19902,19902,tm96955,tt0078227,Semi-Tough,MOVIE,sport,US,1977.0,108.0,5.9,3069.0,3.9510000000000005,5.5
19903,19903,tm97038,tt1516002,A Beginner's Guide to Endings,MOVIE,comedy,CA,2010.0,92.0,6.299999999999999,1795.0,5.093,6.299999999999999
19904,19904,tm97038,tt1516002,A Beginner's Guide to Endings,MOVIE,comedy,US,2010.0,92.0,6.299999999999999,1795.0,5.093,6.299999999999999
19905,19905,tm97038,tt1516002,A Beginner's Guide to Endings,MOVIE,drama,CA,2010.0,92.0,6.299999999999999,1795.0,5.093,6.299999999999999
19906,19906,tm97038,tt1516002,A Beginner's Guide to Endings,MOVIE,drama,US,2010.0,92.0,6.299999999999999,1795.0,5.093,6.299999999999999
19907,19907,tm97056,tt0025303,In Old Santa Fe,MOVIE,action,US,1934.0,64.0,5.8,181.0,0.6,5.7
19908,19908,tm97056,tt0025303,In Old Santa Fe,MOVIE,crime,US,1934.0,64.0,5.8,181.0,0.6,5.7
19909,19909,tm97056,tt0025303,In Old Santa Fe,MOVIE,music,US,1934.0,64.0,5.8,181.0,0.6,5.7
19910,19910,tm97056,tt0025303,In Old Santa Fe,MOVIE,romance,US,1934.0,64.0,5.8,181.0,0.6,5.7
19911,19911,tm97056,tt0025303,In Old Santa Fe,MOVIE,western,US,1934.0,64.0,5.8,181.0,0.6,5.7
19912,19912,tm9718,tt0226363,Ragin Cajun,MOVIE,action,US,1991.0,91.0,4.1,100.0,1.064,3.7000000000000006
19913,19913,tm9718,tt0226363,Ragin Cajun,MOVIE,drama,US,1991.0,91.0,4.1,100.0,1.064,3.7000000000000006
19914,19914,tm9718,tt0226363,Ragin Cajun,MOVIE,music,US,1991.0,91.0,4.1,100.0,1.064,3.7000000000000006
19915,19915,tm97240,tt0154201,Bandish,MOVIE,action,IN,1980.0,151.0,6.2,65.0,1.02,4.0
19916,19916,tm97240,tt0154201,Bandish,MOVIE,crime,IN,1980.0,151.0,6.2,65.0,1.02,4.0
19917,19917,tm97240,tt0154201,Bandish,MOVIE,drama,IN,1980.0,151.0,6.2,65.0,1.02,4.0
19918,19918,tm97240,tt0154201,Bandish,MOVIE,romance,IN,1980.0,151.0,6.2,65.0,1.02,4.0
19919,19919,tm974429,tt1954512,Hit a Lick,MOVIE,crime,US,2017.0,92.0,7.6,18.0,0.6,
19920,19920,tm974429,tt1954512,Hit a Lick,MOVIE,drama,US,2017.0,92.0,7.6,18.0,0.6,
19921,19921,tm974429,tt1954512,Hit a Lick,MOVIE,music,US,2017.0,92.0,7.6,18.0,0.6,
19922,19922,tm97555,tt0188557,Demented,MOVIE,crime,US,1980.0,87.0,3.9,594.0,2.498,3.3
19923,19923,tm97555,tt0188557,Demented,MOVIE,drama,US,1980.0,87.0,3.9,594.0,2.498,3.3
19924,19924,tm97555,tt0188557,Demented,MOVIE,horror,US,1980.0,87.0,3.9,594.0,2.498,3.3
19925,19925,tm97555,tt0188557,Demented,MOVIE,thriller,US,1980.0,87.0,3.9,594.0,2.498,3.3
19926,19926,tm975681,tt9765226,1 Night In San Diego,MOVIE,comedy,US,2020.0,85.0,3.4,464.0,3.885,5.6
19927,19927,tm97573,tt0076591,"Race for Your Life, Charlie Brown",MOVIE,animation,US,1977.0,76.0,7.2,3550.0,5.05,6.8
19928,19928,tm97573,tt0076591,"Race for Your Life, Charlie Brown",MOVIE,comedy,US,1977.0,76.0,7.2,3550.0,5.05,6.8
19929,19929,tm97573,tt0076591,"Race for Your Life, Charlie Brown",MOVIE,family,US,1977.0,76.0,7.2,3550.0,5.05,6.8
19930,19930,tm976732,tt6886574,Useless,MOVIE,drama,US,2020.0,90.0,5.3,164.0,3.726,8.5
19931,19931,tm976732,tt6886574,Useless,MOVIE,family,US,2020.0,90.0,5.3,164.0,3.726,8.5
19932,19932,tm97735,tt0025772,She Had to Choose,MOVIE,drama,US,1934.0,65.0,6.3,59.0,1.1459999999999997,
19933,19933,tm977614,tt6920798,The Bloodhound,MOVIE,horror,US,2020.0,77.0,4.8,537.0,3.868,5.0
19934,19934,tm977614,tt6920798,The Bloodhound,MOVIE,thriller,US,2020.0,77.0,4.8,537.0,3.868,5.0
19935,19935,tm97774,tt0025747,The Scarlet Letter,MOVIE,drama,US,1934.0,69.0,5.3,367.0,1.666,4.0
19936,19936,tm97774,tt0025747,The Scarlet Letter,MOVIE,history,US,1934.0,69.0,5.3,367.0,1.666,4.0
19937,19937,tm97774,tt0025747,The Scarlet Letter,MOVIE,romance,US,1934.0,69.0,5.3,367.0,1.666,4.0
19938,19938,tm97779,tt0049621,Please Murder Me,MOVIE,crime,US,1956.0,78.0,6.5,1255.0,2.555,6.0
19939,19939,tm97779,tt0049621,Please Murder Me,MOVIE,drama,US,1956.0,78.0,6.5,1255.0,2.555,6.0
19940,19940,tm97779,tt0049621,Please Murder Me,MOVIE,thriller,US,1956.0,78.0,6.5,1255.0,2.555,6.0
19941,19941,tm97803,tt0080928,Inside Moves,MOVIE,comedy,US,1980.0,113.0,7.1000000000000005,1884.0,3.148,7.2
19942,19942,tm97803,tt0080928,Inside Moves,MOVIE,drama,US,1980.0,113.0,7.1000000000000005,1884.0,3.148,7.2
19943,19943,tm97803,tt0080928,Inside Moves,MOVIE,romance,US,1980.0,113.0,7.1000000000000005,1884.0,3.148,7.2
19944,19944,tm97803,tt0080928,Inside Moves,MOVIE,sport,US,1980.0,113.0,7.1000000000000005,1884.0,3.148,7.2
19945,19945,tm97810,tt1447972,StreetDance 3D,MOVIE,drama,GB,2010.0,98.0,5.8,11339.0,12.557,6.4
19946,19946,tm97810,tt1447972,StreetDance 3D,MOVIE,music,GB,2010.0,98.0,5.8,11339.0,12.557,6.4
19947,19947,tm97810,tt1447972,StreetDance 3D,MOVIE,romance,GB,2010.0,98.0,5.8,11339.0,12.557,6.4
19948,19948,tm9783,tt0030558,Partners of the Plains,MOVIE,action,US,1938.0,70.0,6.5,172.0,0.7419999999999999,
19949,19949,tm9783,tt0030558,Partners of the Plains,MOVIE,western,US,1938.0,70.0,6.5,172.0,0.7419999999999999,
19950,19950,tm979349,tt12110636,A Royal Christmas Engagement,MOVIE,family,US,2020.0,80.0,4.7,366.0,2.438,5.1
19951,19951,tm979349,tt12110636,A Royal Christmas Engagement,MOVIE,romance,US,2020.0,80.0,4.7,366.0,2.438,5.1
19952,19952,tm97969,tt1499249,Lake Placid 3,MOVIE,action,US,2010.0,93.0,3.3,4851.0,14.873,5.4
19953,19953,tm97969,tt1499249,Lake Placid 3,MOVIE,comedy,US,2010.0,93.0,3.3,4851.0,14.873,5.4
19954,19954,tm97969,tt1499249,Lake Placid 3,MOVIE,horror,US,2010.0,93.0,3.3,4851.0,14.873,5.4
19955,19955,tm97969,tt1499249,Lake Placid 3,MOVIE,scifi,US,2010.0,93.0,3.3,4851.0,14.873,5.4
19956,19956,tm97969,tt1499249,Lake Placid 3,MOVIE,thriller,US,2010.0,93.0,3.3,4851.0,14.873,5.4
19957,19957,tm97973,tt1490637,Dive!,MOVIE,documentation,US,2010.0,53.0,7.2,326.0,0.82,6.7
19958,19958,tm97973,tt1490637,Dive!,MOVIE,family,US,2010.0,53.0,7.2,326.0,0.82,6.7
19959,19959,tm98037,tt1043725,Held Up,MOVIE,comedy,US,2010.0,86.0,5.799999999999999,83.0,1.973,4.4
19960,19960,tm980571,tt13105764,15 Killings,MOVIE,crime,US,2020.0,97.0,3.3,230.0,2.32,4.6
19961,19961,tm980571,tt13105764,15 Killings,MOVIE,drama,US,2020.0,97.0,3.3,230.0,2.32,4.6
19962,19962,tm980571,tt13105764,15 Killings,MOVIE,thriller,US,2020.0,97.0,3.3,230.0,2.32,4.6
19963,19963,tm981061,tt13491620,Unpaused,MOVIE,comedy,IN,2020.0,113.0,7.0,2507.0,1.9820000000000002,5.8
